id,host_id,host_since,host_location,host_response_time,host_response_rate,host_acceptance_rate,host_is_superhost,host_neighbourhood,host_listings_count,host_total_listings_count,host_verifications,host_has_profile_pic,host_identity_verified,neighbourhood_cleansed,latitude,longitude,property_type,room_type,accommodates,bathrooms_text,beds,price,minimum_nights,maximum_nights,minimum_minimum_nights,maximum_minimum_nights,minimum_maximum_nights,maximum_maximum_nights,minimum_nights_avg_ntm,maximum_nights_avg_ntm,has_availability,availability_30,availability_60,availability_90,availability_365,number_of_reviews,number_of_reviews_ltm,number_of_reviews_l30d,first_review,last_review,review_scores_rating,review_scores_accuracy,review_scores_cleanliness,review_scores_checkin,review_scores_communication,review_scores_location,review_scores_value,instant_bookable,calculated_host_listings_count,calculated_host_listings_count_entire_homes,calculated_host_listings_count_private_rooms,calculated_host_listings_count_shared_rooms,reviews_per_month
1041323557878464311,120811735,2016-02-25,"Chicago, IL",within a day,100%,83%,t,Lakeview,2,3,"['email', 'phone']",t,t,Lake View,41.94538,-87.66959,Entire rental unit,Entire home/apt,2,1 bath,1.0,$164.00,2,61,2,2,61,61,2.0,61.0,t,30,60,90,180,80,9,0,2016-05-21,2023-10-09,4.96,4.96,4.96,4.96,4.96,4.99,4.8,f,1,1,0,0,0.87
804699078758390880,46256486,2014-10-29,"Chicago, IL",within an hour,100%,87%,t,North Center,1,1,"['email', 'phone']",t,t,North Center,41.95931,-87.67795,Entire rental unit,Entire home/apt,4,1 bath,3.0,$199.00,2,1125,2,2,1125,1125,2.0,1125.0,t,17,45,70,266,89,9,0,2014-11-24,2023-09-20,4.98,5.0,4.96,5.0,5.0,4.96,4.91,f,1,1,0,0,0.81
708127407313332285,249094379,2017-04-06,"Naperville, IL",within a day,90%,95%,f,River North,4,12,"['email', 'phone']",t,t,Loop,41.88559,-87.63249,Entire rental unit,Entire home/apt,4,1 bath,2.0,$200.00,3,365,3,3,365,365,3.0,365.0,t,26,56,86,315,37,24,1,2022-07-25,2023-11-19,4.59,4.54,4.86,4.68,4.57,5.0,4.59,f,3,3,0,0,2.17
18722151,734822179,2020-09-13,"Chicago, IL",within a few hours,75%,0%,f,Lower West Side,29,30,"['email', 'phone']",t,t,Near West Side,41.86049,-87.66344,Private room in rental unit,Private room,2,1 shared bath,1.0,$38.00,32,1125,32,32,1125,1125,32.0,1125.0,t,30,60,90,365,0,0,0,,,,,,,,,,f,29,1,28,0,
709249451427450374,214868994,2016-12-16,"New York, NY",within an hour,100%,97%,f,Cambridge,4820,6438,"['email', 'phone', 'work_email']",t,t,Loop,41.8811213,-87.63199550000002,Entire rental unit,Entire home/apt,2,1 bath,1.0,$148.00,32,1125,32,366,1125,1125,352.7,1125.0,t,0,25,55,330,2,0,0,2021-12-11,2022-01-31,4.5,5.0,4.5,5.0,3.5,5.0,5.0,f,643,643,0,0,0.08
52324823,61015502,2015-04-02,"Chicago, IL",within an hour,100%,100%,t,Lakeview,1,1,"['email', 'phone']",t,t,Lake View,41.93955,-87.65904,Private room in condo,Private room,2,1 private bath,1.0,$99.00,2,1125,2,2,1125,1125,2.0,1125.0,t,20,50,71,340,310,31,1,2015-04-20,2023-11-25,4.9,4.92,4.85,4.93,4.97,4.95,4.84,f,1,0,1,0,2.94
708632437939395120,644435,2010-12-18,"Chicago, IL",within a day,100%,100%,f,Old Town,1,7,"['email', 'phone', 'work_email']",t,t,Near North Side,41.90645,-87.63731,Entire rental unit,Entire home/apt,2,1 bath,1.0,$118.00,14,35,7,14,1125,1125,13.9,1125.0,t,1,16,45,71,1,0,0,2022-03-05,2022-03-05,5.0,5.0,5.0,5.0,5.0,5.0,5.0,f,1,1,0,0,0.05
682837620086962409,290479635,2017-08-09,"Chicago, IL",within an hour,100%,100%,t,,2,3,"['email', 'phone']",t,t,West Town,41.8909797668457,-87.64466857910156,Entire rental unit,Entire home/apt,4,1 bath,2.0,$150.00,2,1125,2,2,1125,1125,2.0,1125.0,t,0,0,0,0,338,60,2,2018-08-08,2023-11-28,4.99,4.96,4.99,4.97,4.99,4.92,4.91,f,2,2,0,0,5.18
774151020939381226,31233354,2014-05-16,"Chicago, IL",within an hour,100%,93%,t,South Shore,1,4,"['email', 'phone', 'work_email']",t,t,South Shore,41.75412,-87.55716,Entire condo,Entire home/apt,8,3 baths,4.0,$165.00,1,1125,2,2,1125,1125,2.0,1125.0,t,30,60,74,74,45,24,1,2022-01-20,2023-11-24,4.78,4.73,4.67,4.96,4.98,4.27,4.78,f,1,1,0,0,1.93
6945901,206886462,2016-11-12,"Hoffman Estates, IL",within an hour,100%,100%,t,Avondale,1,1,"['email', 'phone']",t,t,Avondale,41.94085,-87.72147,Entire condo,Entire home/apt,4,1 bath,2.0,$98.00,3,1125,3,3,1125,1125,3.0,1125.0,t,17,47,61,61,29,29,3,2023-01-08,2023-12-04,4.83,4.83,4.9,4.9,4.93,4.62,4.69,t,1,1,0,0,2.52
932554026259557817,9538414,2013-01-19,"Chicago, IL",within a few hours,100%,100%,f,Pullman,4,73,"['email', 'phone', 'work_email']",t,t,Pullman,41.68789303101942,-87.60462043291685,Entire rental unit,Entire home/apt,4,1 bath,3.0,$53.00,32,365,32,32,365,365,32.0,365.0,t,30,60,90,269,0,0,0,,,,,,,,,,f,4,4,0,0,
878728289152328863,6582995,2012-08-17,"Chicago, IL",within an hour,100%,100%,t,North Center,1,1,"['email', 'phone']",t,f,North Center,41.95977,-87.6766,Entire rental unit,Entire home/apt,4,1 bath,1.0,$96.00,1,1125,2,2,1125,1125,2.0,1125.0,t,26,56,86,86,179,20,1,2017-10-05,2023-11-22,4.89,4.93,4.89,4.96,4.97,4.94,4.8,f,1,1,0,0,2.37
43708914,78157063,2015-07-20,"Chicago, IL",within an hour,100%,100%,,Brighton Park,2,2,"['email', 'phone']",t,t,Brighton Park,41.81522,-87.69248,Private room in rental unit,Private room,2,1 shared bath,1.0,$28.00,2,1125,2,2,1125,1125,2.0,1125.0,t,0,29,53,320,36,20,0,2022-07-04,2023-11-10,4.81,4.97,4.89,4.86,4.92,4.72,4.83,f,1,0,1,0,2.03
53811925,917944075,2022-05-13,"Chicago, IL",within an hour,98%,88%,t,Avondale,9,9,"['email', 'phone']",t,t,Lake View,41.9454,-87.64825,Entire rental unit,Entire home/apt,4,1 bath,2.0,$56.00,1,90,2,2,1125,1125,2.0,1125.0,t,22,52,82,172,49,31,6,2022-07-07,2023-12-03,4.76,4.84,4.86,4.63,4.84,4.71,4.71,f,9,9,0,0,2.77
913749252939177162,1010881434,2023-03-14,"Chicago, IL",within an hour,100%,100%,f,South Side,4,4,"['email', 'phone']",t,f,Chatham,41.72539196602762,-87.60650427239071,Private room in home,Private room,1,1 bath,1.0,$45.00,1,365,2,2,365,365,2.0,365.0,t,30,60,90,364,4,4,0,2023-06-04,2023-09-02,4.5,4.0,4.25,4.75,4.75,4.0,4.25,f,4,0,4,0,0.61
721147372931860464,1008467794,2023-03-06,,within an hour,100%,79%,t,Portage Park,1,1,"['email', 'phone']",t,t,Portage Park,41.9593606,-87.7640152,Private room in home,Private room,6,1 private bath,2.0,$165.00,2,1125,2,2,1125,1125,2.0,1125.0,t,29,59,89,179,18,18,0,2023-04-23,2023-11-04,4.83,4.83,5.0,4.94,5.0,4.94,4.83,f,1,0,1,0,2.25
21839421,607863411,2019-10-22,"Chicago, IL",,,,f,Humboldt Park,4,4,"['email', 'phone']",t,t,Humboldt Park,41.91296,-87.72982,Entire rental unit,Entire home/apt,5,1 bath,3.0,$100.00,32,365,32,32,365,365,32.0,365.0,t,30,60,90,270,0,0,0,,,,,,,,,,f,1,1,0,0,
7582520,177094787,2016-08-07,,within an hour,99%,97%,t,Lower West Side,11,11,"['email', 'phone']",t,t,Bridgeport,41.834556,-87.647657,Entire home,Entire home/apt,5,1 bath,3.0,$76.00,1,365,2,2,1125,1125,2.0,1125.0,t,0,0,0,0,15,15,6,2023-09-25,2023-12-10,4.94,5.0,5.0,4.94,4.88,4.76,4.82,f,11,11,0,0,5.29
32466949,203465003,2016-10-29,"Chicago, IL",within an hour,100%,89%,t,Old Town,2,2,"['email', 'phone']",t,t,Near North Side,41.90618,-87.64076,Private room in condo,Private room,4,1 shared bath,3.0,$100.00,1,6,2,2,6,6,2.0,6.0,t,0,0,0,0,89,0,0,2019-02-16,2022-10-05,4.99,4.99,4.99,4.98,4.96,4.9,4.87,f,2,0,2,0,1.51
559510506611085418,11643482,2013-04-08,"Chicago, IL",within an hour,100%,96%,t,Woodlawn,6,11,"['email', 'phone']",t,t,Woodlawn,41.77545436670138,-87.60828558661954,Private room in rental unit,Private room,1,1 shared bath,1.0,$34.00,32,180,32,32,1125,1125,32.0,1125.0,t,9,39,69,158,0,0,0,,,,,,,,,,t,6,0,6,0,
691823613932299510,75761898,2015-07-08,"Chicago, IL",within an hour,100%,80%,f,Roscoe Village,1,2,"['email', 'phone', 'work_email']",t,t,North Center,41.94708,-87.67556,Entire rental unit,Entire home/apt,8,1 bath,5.0,$128.00,32,1125,32,32,1125,1125,32.0,1125.0,t,2,2,23,23,55,1,0,2019-03-14,2023-11-14,4.75,4.93,4.65,4.96,4.85,4.96,4.76,f,1,1,0,0,0.95
939742821804191755,601165219,2019-10-06,"Chicago, IL",within a few hours,100%,100%,f,,1,2,"['email', 'phone']",t,t,Roseland,41.69913,-87.6203,Entire rental unit,Entire home/apt,4,1 bath,4.0,$71.00,2,1125,2,2,1125,1125,2.0,1125.0,t,1,6,6,78,98,3,0,2020-01-13,2023-04-24,4.37,4.46,4.34,4.61,4.7,3.99,4.29,t,1,1,0,0,2.05
50489917,540333035,2019-06-20,"Chicago, IL",within an hour,100%,95%,t,Forest Glen,4,6,"['email', 'phone']",t,t,Lincoln Square,41.97865,-87.69407,Entire condo,Entire home/apt,4,2 baths,2.0,$113.00,14,1125,14,14,1125,1125,14.0,1125.0,t,0,0,0,0,19,15,0,2022-11-13,2023-11-04,4.9,4.9,4.9,4.9,4.95,5.0,4.85,f,3,3,0,0,1.42
952965695607062820,336759762,2018-01-17,"Chicago, IL",within an hour,100%,100%,f,Irving Park,1,2,"['email', 'phone', 'work_email']",t,t,Irving Park,41.96255,-87.73732,Entire place,Entire home/apt,4,1 bath,1.0,$109.00,1,1125,2,2,1125,1125,2.0,1125.0,t,0,30,59,59,8,8,0,2023-08-20,2023-10-20,5.0,5.0,5.0,5.0,5.0,4.75,4.63,f,1,1,0,0,1.98
41444430,501764402,2019-03-24,"Chicago, IL",,,,f,Old Irving Park,1,3,"['email', 'phone']",t,t,Irving Park,41.9529,-87.73709,Entire rental unit,Entire home/apt,4,1 bath,2.0,$94.00,32,365,32,32,1125,1125,32.0,1125.0,t,0,0,0,0,0,0,0,,,,,,,,,,t,1,1,0,0,
37004668,836129931,2021-08-11,"Chicago, IL",within an hour,100%,87%,f,South Shore,3,3,"['email', 'phone']",t,t,South Shore,41.7679,-87.58185,Private room in rental unit,Private room,1,1 private bath,2.0,$25.00,32,1125,32,32,1125,1125,32.0,1125.0,t,30,60,90,364,27,3,1,2021-12-20,2023-12-16,4.48,4.67,4.59,4.93,4.85,4.52,4.63,f,3,2,1,0,1.11
48554716,181671806,2016-08-19,"Chicago, IL",within an hour,100%,100%,t,Uptown,2,2,"['email', 'phone']",t,t,Uptown,41.9759751063567,-87.66304611101258,Entire rental unit,Entire home/apt,6,1 bath,2.0,$143.00,1,365,2,30,1125,1125,14.4,1125.0,t,0,0,0,0,52,40,3,2022-08-21,2023-11-29,4.94,4.92,4.92,4.98,5.0,5.0,4.83,f,1,1,0,0,3.22
44259231,783890583,2021-03-10,"Chicago, IL",within an hour,100%,49%,t,Chicago Loop,54,109,"['email', 'phone']",t,t,Near North Side,41.88922,-87.63736,Entire serviced apartment,Entire home/apt,3,1 bath,1.0,$105.00,32,365,32,32,365,365,32.0,365.0,t,29,59,89,104,0,0,0,,,,,,,,,,f,51,51,0,0,
905079624069976498,97229775,2015-11-09,"Chicago, IL",within an hour,100%,93%,f,Lower West Side,1,2,"['email', 'phone', 'work_email']",t,t,Lower West Side,41.85399128007675,-87.67041877549889,Entire rental unit,Entire home/apt,5,1 bath,3.0,$136.00,1,365,2,2,1125,1125,2.0,1125.0,t,0,0,0,0,13,13,1,2023-06-06,2023-11-18,4.54,4.54,4.23,5.0,4.92,4.77,4.46,f,1,1,0,0,1.99
562234802006198094,635060370,2019-12-14,"Forest Park, IL",,,,f,Garfield Park,15,15,"['email', 'phone']",t,t,East Garfield Park,41.8777,-87.70217,Private room in rental unit,Private room,2,2 shared baths,1.0,$42.00,1125,1125,1125,1125,1125,1125,1125.0,1125.0,t,16,46,76,256,2,0,0,2020-02-16,2020-03-13,5.0,4.5,5.0,5.0,5.0,4.5,5.0,t,7,0,7,0,0.04
791758121623928078,4454,2008-08-16,"Munster, IN",within a day,100%,100%,f,River North,14,26,"['email', 'phone']",t,t,Near North Side,41.90204,-87.63258,Entire rental unit,Entire home/apt,2,1 bath,,$105.00,7,30,7,7,30,30,7.0,30.0,t,20,20,20,20,4,1,0,2020-07-31,2023-06-19,4.5,4.75,4.5,4.75,5.0,5.0,4.5,f,12,12,0,0,0.1
675402080719928057,145303014,2016-05-18,"Chicago, IL",within an hour,100%,97%,t,South Shore,13,15,"['email', 'phone']",t,t,South Shore,41.76217,-87.59189,Entire home,Entire home/apt,8,1.5 baths,6.0,$107.00,3,28,3,3,28,28,3.0,28.0,t,17,47,77,77,27,19,0,2022-07-03,2023-11-14,4.81,4.74,4.93,4.93,4.85,4.37,4.85,f,8,8,0,0,1.52
51300622,1029553102,2023-05-14,"Chicago, IL",within an hour,100%,100%,f,Bridgeport,62,68,"['email', 'phone']",t,t,Bridgeport,41.8421658187305,-87.65450276749036,Private room in home,Private room,2,2 shared baths,1.0,$39.00,1,365,2,2,1125,1125,2.0,1125.0,t,14,44,74,254,6,6,0,2023-08-04,2023-10-16,4.17,4.33,3.83,4.83,4.83,4.5,4.5,t,61,0,61,0,1.31
714304503008617477,214868994,2016-12-16,"New York, NY",within an hour,100%,97%,f,Cambridge,4820,6438,"['email', 'phone', 'work_email']",t,t,Near North Side,41.9080259,-87.62638960000001,Entire rental unit,Entire home/apt,2,1 bath,1.0,$131.00,32,1125,32,365,1125,1125,349.7,1125.0,t,0,0,0,260,0,0,0,,,,,,,,,,f,643,643,0,0,
682915442828387022,214868994,2016-12-16,"New York, NY",within an hour,100%,97%,f,Cambridge,4820,6438,"['email', 'phone', 'work_email']",t,t,Near North Side,41.89678629999999,-87.6317246,Entire rental unit,Entire home/apt,2,1 bath,1.0,$104.00,32,1125,32,366,1125,1125,352.0,1125.0,t,22,52,82,357,1,1,0,2023-06-04,2023-06-04,4.0,5.0,5.0,4.0,5.0,5.0,4.0,f,643,643,0,0,0.15
54077172,862523595,2021-11-10,"Chicago, IL",within an hour,93%,98%,f,Lower West Side,11,19,"['email', 'phone']",t,t,Near West Side,41.87388917741952,-87.68636770793456,Entire condo,Entire home/apt,6,1 bath,2.0,$84.00,1,365,2,2,1125,1125,2.0,1125.0,t,26,56,86,360,11,11,0,2023-05-22,2023-10-16,4.45,4.27,4.36,4.64,4.91,3.91,3.82,t,9,9,0,0,1.56
908765197821047767,917937579,2022-05-13,"Chicago, IL",within an hour,100%,91%,t,Lincoln Square,10,10,"['email', 'phone']",t,t,Lincoln Square,41.97747,-87.68135,Entire rental unit,Entire home/apt,2,1 bath,1.0,$52.00,1,90,2,2,1,1125,2.0,1089.0,t,26,54,84,174,42,21,3,2022-07-04,2023-12-10,4.88,4.93,4.88,4.86,4.95,4.88,4.79,f,10,10,0,0,2.36
691326038792581803,422256695,2018-08-22,"Chicago, IL",within an hour,100%,98%,t,Avondale,2,4,"['email', 'phone']",t,t,Avondale,41.94042,-87.71541,Entire rental unit,Entire home/apt,4,1 bath,2.0,$68.00,3,365,3,3,1125,1125,3.0,1125.0,t,22,52,82,172,83,32,1,2022-01-29,2023-11-20,4.96,4.92,4.88,4.99,4.92,4.87,4.9,f,2,2,0,0,3.61
28364650,279530379,2017-07-11,"Chicago, IL",within an hour,100%,100%,f,Bridgeport,7,8,"['email', 'phone']",t,t,Bridgeport,41.84119,-87.65942,Private room in loft,Private room,1,1 bath,2.0,$53.00,2,1125,2,2,1125,1125,2.0,1125.0,t,15,45,75,350,7,1,0,2022-04-30,2023-08-12,4.71,4.57,5.0,4.86,5.0,4.0,4.43,t,6,1,5,0,0.35
979500710213710175,11916110,2013-04-16,"Chicago, IL",,,,f,Hyde Park,1,1,"['email', 'phone']",t,t,Hyde Park,41.79367,-87.58153,Private room in condo,Private room,1,1 shared bath,1.0,$107.00,32,70,32,32,70,70,32.0,70.0,t,29,59,88,88,12,0,0,2017-08-12,2018-06-10,5.0,5.0,5.0,5.0,5.0,5.0,4.7,f,1,0,1,0,0.16
40692314,49412127,2014-12-10,"Chicago, IL",within a few hours,100%,97%,t,Uptown,11,12,"['email', 'phone']",t,t,Uptown,41.97147,-87.66861,Room in serviced apartment,Hotel room,4,2 baths,2.0,$328.00,3,60,2,3,30,1125,3.0,1104.9,t,22,52,80,272,34,1,0,2015-07-24,2023-06-04,4.91,4.88,4.94,4.97,4.94,4.69,4.59,f,11,2,6,0,0.33
1001008118224139097,431164187,2018-09-15,"Chicago, IL",within an hour,100%,100%,t,Hyde Park,1,1,"['email', 'phone']",t,t,Hyde Park,41.80125,-87.58876,Entire guest suite,Entire home/apt,4,1 bath,3.0,$100.00,3,1125,3,3,1125,1125,3.0,1125.0,t,14,40,61,198,188,34,0,2018-10-16,2023-11-04,4.93,4.94,4.98,4.91,4.94,4.91,4.88,f,1,1,0,0,2.98
603461790096092468,1058553410,2023-08-01,,within an hour,100%,100%,f,Near North,1,1,"['email', 'phone']",t,t,Near North Side,41.89544295668158,-87.63962772138642,Entire condo,Entire home/apt,4,2 baths,4.0,$260.00,1,31,2,3,1125,1125,2.0,1125.0,t,26,56,79,79,6,6,2,2023-08-24,2023-12-03,5.0,5.0,5.0,5.0,5.0,4.83,5.0,f,1,1,0,0,1.54
823293874871452265,7361282,2012-09-26,"Oakland, CA",within an hour,100%,100%,t,Jefferson Park,2,2,"['email', 'phone']",t,t,Jefferson Park,41.97648,-87.76757,Entire home,Entire home/apt,10,4 baths,7.0,$381.00,2,365,2,3,1125,1125,2.4,1125.0,t,29,59,89,179,39,31,2,2022-10-27,2023-12-04,4.87,4.9,4.95,4.95,4.97,4.69,4.72,t,2,2,0,0,2.8
54385917,422256695,2018-08-22,"Chicago, IL",within an hour,100%,98%,t,Avondale,2,4,"['email', 'phone']",t,t,Avondale,41.94024,-87.71737,Entire rental unit,Entire home/apt,5,1 bath,3.0,$71.00,32,365,32,32,365,365,32.0,365.0,t,10,32,32,212,4,3,0,2022-11-09,2023-09-11,5.0,5.0,5.0,5.0,5.0,5.0,5.0,f,2,2,0,0,0.3
50900786,243439855,2017-03-20,United States,within an hour,95%,99%,f,Picadome,1670,2754,"['email', 'phone']",t,t,Uptown,41.96395,-87.67213,Entire home,Entire home/apt,8,2.5 baths,6.0,$436.00,2,1125,2,3,1125,1125,2.2,1125.0,t,1,2,17,138,1,1,0,2023-11-11,2023-11-11,5.0,5.0,5.0,5.0,5.0,5.0,5.0,t,51,51,0,0,0.79
2695259,919257254,2022-05-17,"Chicago, IL",within an hour,100%,91%,t,Lake View East,9,9,"['email', 'phone']",t,t,Lake View,41.93651,-87.64765,Entire rental unit,Entire home/apt,2,1 bath,1.0,$53.00,1,90,2,2,1,1125,2.0,1048.1,t,10,34,62,152,53,40,4,2022-08-22,2023-12-10,4.92,4.96,4.92,4.94,5.0,4.96,4.87,f,7,7,0,0,3.29
746826570251666140,21227322,2013-12-14,"Chicago, IL",within an hour,100%,99%,t,West Town/Noble Square,5,6,"['email', 'phone']",t,t,West Town,41.89491,-87.66053,Private room in condo,Private room,2,1.5 shared baths,1.0,$73.00,1,7,2,2,1125,1125,2.0,1125.0,t,28,58,88,174,215,39,1,2016-05-21,2023-11-26,4.91,4.87,4.89,4.95,4.94,4.87,4.86,f,5,2,3,0,2.33
10090801,291961286,2017-08-14,"Chicago, IL",within an hour,100%,100%,t,Logan Square,4,4,"['email', 'phone']",t,t,Logan Square,41.91771,-87.71367,Entire home,Entire home/apt,16,5.5 baths,12.0,"$1,613.00",3,29,3,3,1125,1125,3.0,1125.0,t,0,0,0,0,61,19,0,2019-06-26,2023-11-05,5.0,4.98,4.97,5.0,5.0,4.94,4.87,t,4,4,0,0,1.12
49748131,790998106,2021-04-04,"Chicago, IL",within an hour,100%,100%,t,Near South Side,74,75,"['email', 'phone']",t,t,Near South Side,41.855,-87.62326,Entire rental unit,Entire home/apt,8,2 baths,4.0,$216.00,2,365,2,3,1125,1125,2.0,1125.0,t,27,54,80,353,31,23,1,2022-10-23,2023-11-29,4.81,4.9,4.9,4.9,4.9,4.84,4.61,t,74,74,0,0,2.2
24446309,790998106,2021-04-04,"Chicago, IL",within an hour,100%,100%,t,Near South Side,74,75,"['email', 'phone']",t,t,Near South Side,41.85545,-87.62536,Entire rental unit,Entire home/apt,6,2 baths,3.0,$149.00,2,365,2,2,1125,1125,2.0,1125.0,t,0,0,0,0,32,21,0,2022-05-18,2023-11-10,4.82,4.7,4.79,4.94,4.94,4.88,4.55,t,74,74,0,0,1.66
865111955592268477,48675327,2014-11-30,"Chicago, IL",within an hour,100%,100%,f,West Ridge,4,4,"['email', 'phone', 'work_email']",t,t,Rogers Park,42.00902,-87.67049,Entire condo,Entire home/apt,3,1 bath,1.0,$105.00,3,90,3,3,1125,1125,3.0,1125.0,t,18,48,72,86,96,36,1,2021-01-04,2023-12-01,4.85,4.8,4.85,4.83,4.94,4.85,4.81,f,4,4,0,0,2.67
45009173,9538414,2013-01-19,"Chicago, IL",within a few hours,100%,100%,f,Pullman,4,73,"['email', 'phone', 'work_email']",t,t,Pullman,41.68964849021222,-87.60633018311738,Entire rental unit,Entire home/apt,4,1 bath,4.0,$60.00,32,365,32,32,365,365,32.0,365.0,t,29,59,89,364,2,1,1,2020-03-02,2023-12-13,5.0,4.5,4.0,5.0,5.0,4.5,5.0,f,4,4,0,0,0.04
35743481,104331251,2015-12-24,"Chicago, IL",within an hour,100%,100%,f,Lincoln Park,4,7,"['email', 'phone']",t,t,Lake View,41.96105,-87.67098,Entire rental unit,Entire home/apt,4,1 bath,2.0,$211.00,2,200,2,2,200,200,2.0,200.0,t,20,50,80,355,43,9,0,2021-12-28,2023-11-12,4.93,4.95,4.95,4.84,4.98,5.0,4.77,t,3,3,0,0,1.79
34722288,214868994,2016-12-16,"New York, NY",within an hour,100%,97%,f,Cambridge,4820,6438,"['email', 'phone', 'work_email']",t,t,West Town,41.8962926,-87.6656488,Entire rental unit,Entire home/apt,4,2 baths,2.0,$191.00,32,1125,32,366,1125,1125,354.1,1125.0,t,8,38,68,343,0,0,0,,,,,,,,,,f,643,643,0,0,
751408979157217444,47828170,2014-11-18,"Chicago, IL",within an hour,100%,100%,t,Bronzeville,2,7,"['email', 'phone']",t,t,Douglas,41.82561,-87.62496,Entire rental unit,Entire home/apt,4,1 bath,2.0,$115.00,2,90,2,3,1125,1125,2.1,1125.0,t,26,56,86,266,92,30,2,2021-09-06,2023-11-26,4.92,4.99,4.95,4.98,4.91,4.71,4.89,f,1,1,0,0,3.31
34317819,995321414,2023-01-23,"Chicago, IL",within a few hours,100%,91%,t,Pulaski Park,11,11,"['email', 'phone']",t,t,Avondale,41.9344195,-87.7130169,Entire rental unit,Entire home/apt,5,2 baths,3.0,$110.00,32,1125,32,180,1125,1125,162.8,1125.0,t,0,0,27,130,0,0,0,,,,,,,,,,f,11,11,0,0,
913496666583843803,335493223,2018-01-14,"Chicago, IL",within an hour,100%,100%,t,Pulaski Park,2,2,"['email', 'phone']",t,t,West Town,41.90157,-87.66557,Entire rental unit,Entire home/apt,5,1 bath,3.0,$89.00,1,365,2,2,365,365,2.0,365.0,t,17,47,77,348,119,74,6,2022-06-05,2023-12-16,4.92,4.88,4.88,4.97,4.94,4.94,4.77,f,2,2,0,0,6.35
8802052,85737798,2015-08-29,,within an hour,100%,96%,f,Lower West Side,1,2,['phone'],t,t,Lower West Side,41.85173985875386,-87.6795919493278,Entire rental unit,Entire home/apt,3,1 bath,1.0,$70.00,2,365,2,3,365,365,2.1,365.0,t,0,0,0,0,8,8,2,2023-09-24,2023-12-11,4.78,4.89,4.78,5.0,5.0,4.78,5.0,f,1,1,0,0,2.79
47734866,214868994,2016-12-16,"New York, NY",within an hour,100%,97%,f,Cambridge,4820,6438,"['email', 'phone', 'work_email']",t,t,Near North Side,41.8945286,-87.63340520000003,Entire rental unit,Entire home/apt,6,2 baths,3.0,$230.00,32,1125,32,366,1125,1125,353.4,1125.0,t,24,54,84,359,0,0,0,,,,,,,,,,f,643,643,0,0,
694100220923029649,177133870,2016-08-07,"San Francisco, CA",within an hour,99%,99%,f,Downtown Austin,207,230,"['email', 'phone', 'work_email']",t,t,Near North Side,41.89574,-87.63506,Entire rental unit,Entire home/apt,2,1 bath,1.0,$138.00,1,280,2,999,280,999,154.0,389.1,t,27,57,87,295,162,76,9,2021-08-19,2023-12-10,4.83,4.86,4.91,4.69,4.82,4.94,4.67,t,17,17,0,0,5.7
31860794,8770078,2012-12-11,"Chicago, IL",within an hour,100%,0%,f,River North,7,41,"['email', 'phone']",t,f,Near North Side,41.89778,-87.62245,Entire rental unit,Entire home/apt,4,2 baths,2.0,$200.00,32,1125,32,32,1125,1125,32.0,1125.0,t,30,60,90,327,0,0,0,,,,,,,,,,f,7,7,0,0,
15115673,9397574,2013-01-14,"Chicago, IL",within an hour,100%,100%,t,Casco Antiguo,2,2,"['email', 'phone']",t,t,West Town,41.89558,-87.66585,Entire rental unit,Entire home/apt,8,2.5 baths,5.0,$182.00,3,45,2,3,1125,1125,3.0,1125.0,t,7,30,60,141,120,12,0,2015-04-11,2023-11-14,4.84,4.89,4.85,4.97,4.96,4.92,4.88,f,1,1,0,0,1.13
873159647913423434,26551167,2014-03-18,"Chicago, IL",within a few hours,100%,100%,t,Logan Square,1,1,"['email', 'phone', 'work_email']",t,f,Logan Square,41.92299,-87.70296,Entire rental unit,Entire home/apt,4,1 bath,3.0,$169.00,3,28,3,3,28,28,3.0,28.0,t,29,59,89,356,157,36,0,2019-07-28,2023-10-31,4.96,4.99,4.97,5.0,4.99,4.98,4.94,f,1,1,0,0,2.93
580344574013318644,792542042,2021-04-09,,within a few hours,93%,99%,f,River North,73,100,"['email', 'phone', 'work_email']",t,f,Near North Side,41.896791,-87.6412457,Entire rental unit,Entire home/apt,5,2 baths,2.0,$167.00,32,365,32,32,365,365,32.0,365.0,t,30,60,90,166,2,2,1,2023-10-31,2023-12-16,5.0,5.0,5.0,5.0,5.0,5.0,5.0,t,40,40,0,0,1.22
542109540186299286,570167059,2019-08-12,"Chicago, IL",within a few hours,100%,97%,t,Hyde Park,3,4,"['email', 'phone', 'work_email']",t,t,South Chicago,41.74794528946834,-87.5612748786807,Entire rental unit,Entire home/apt,4,1 bath,2.0,$52.00,33,120,33,33,120,120,33.0,120.0,t,0,15,45,225,0,0,0,,,,,,,,,,t,3,3,0,0,
54013743,48776231,2014-12-02,"Chicago, IL",within an hour,100%,100%,t,Streeterville,14,47,"['email', 'phone']",t,t,Near North Side,41.89165998588073,-87.61735301488008,Entire rental unit,Entire home/apt,6,2 baths,3.0,$254.00,32,365,32,32,365,365,32.0,365.0,t,17,47,77,352,1,1,0,2023-08-05,2023-08-05,5.0,5.0,5.0,5.0,5.0,5.0,4.0,t,14,14,0,0,0.22
