id,host_id,host_since,host_location,host_response_time,host_response_rate,host_acceptance_rate,host_is_superhost,host_neighbourhood,host_listings_count,host_total_listings_count,host_verifications,host_has_profile_pic,host_identity_verified,neighbourhood_cleansed,latitude,longitude,property_type,room_type,accommodates,bathrooms_text,beds,minimum_nights,maximum_nights,minimum_minimum_nights,maximum_minimum_nights,minimum_maximum_nights,maximum_maximum_nights,minimum_nights_avg_ntm,maximum_nights_avg_ntm,has_availability,availability_30,availability_60,availability_90,availability_365,number_of_reviews,number_of_reviews_ltm,number_of_reviews_l30d,first_review,last_review,review_scores_rating,review_scores_accuracy,review_scores_cleanliness,review_scores_checkin,review_scores_communication,review_scores_location,review_scores_value,instant_bookable,calculated_host_listings_count,calculated_host_listings_count_entire_homes,calculated_host_listings_count_private_rooms,calculated_host_listings_count_shared_rooms,reviews_per_month
1891755760021001447,95214457,2014-11-16,"Chicago, IL",within a day,100%,96%,t,Uptown,1,1,"['email', 'phone']",t,f,Uptown,41.96574,-87.65747,Private room in townhouse,Private room,4,2 shared baths,2.0,1,28,2,2,28,28,2.0,28.0,t,7,37,67,153,135,19,0,2017-02-12,2023-10-02,4.96,4.96,4.82,4.99,5.0,4.93,4.93,f,1,0,1,0,1.62
85133449,400889,2010-03-28,"Chicago, IL",within an hour,100%,100%,f,Woodlawn,12,121,"['email', 'phone', 'work_email']",t,t,Woodlawn,41.78307,-87.61214,Entire rental unit,Entire home/apt,4,1 bath,2.0,1,365,2,4,365,365,2.6,365.0,t,0,15,45,224,0,0,0,,,,,,,,,,t,10,10,0,0,
1725510642664885179,613129105,2017-10-04,"Chicago, IL",within an hour,100%,100%,t,Lincoln Park,10,16,"['email', 'phone']",t,t,Lake View,41.9458768,-87.6503851,Entire rental unit,Entire home/apt,8,2 baths,3.0,32,365,32,32,365,365,32.0,365.0,t,30,60,90,365,0,0,0,,,,,,,,,,f,10,10,0,0,
2010882280345070845,429737865,2016-12-16,"New York, NY",within an hour,100%,97%,f,Cambridge,4820,6438,"['email', 'phone', 'work_email']",t,t,Loop,41.87710939999999,-87.6338518,Entire rental unit,Entire home/apt,2,1 bath,1.0,32,1125,32,366,1125,1125,353.4,1125.0,t,0,26,56,331,2,0,0,2021-02-12,2022-05-29,3.5,3.0,4.5,4.5,4.0,4.5,3.5,f,643,643,0,0,0.06
1306042478025667713,237469907,2016-02-18,"Savage, MD",within an hour,100%,100%,f,Old Town Triangle,2,2,"['email', 'phone']",t,t,Lincoln Park,41.91377689999999,-87.6352866,Entire home,Entire home/apt,10,2.5 baths,5.0,2,365,2,5,365,365,3.9,365.0,t,17,41,67,100,6,6,1,2023-08-15,2023-11-19,5.0,4.83,5.0,5.0,4.83,4.83,4.83,t,1,1,0,0,1.43
1718647813940771631,429737865,2016-12-16,"New York, NY",within an hour,100%,97%,f,Cambridge,4820,6438,"['email', 'phone', 'work_email']",t,t,Near North Side,41.8925035,-87.61628259999999,Entire rental unit,Entire home/apt,2,1 bath,1.0,32,1125,32,366,1125,1125,354.2,1125.0,t,1,31,61,336,0,0,0,,,,,,,,,,f,643,643,0,0,
105691121,273276563,2016-04-21,"Chicago, IL",within an hour,100%,100%,f,Garfield Park,1,2,"['email', 'phone']",t,t,East Garfield Park,41.87617492675781,-87.69829559326172,Entire condo,Entire home/apt,7,2 baths,4.0,2,1125,2,2,1125,1125,2.0,1125.0,t,22,52,82,350,19,13,1,2022-06-05,2023-11-25,4.79,4.74,4.84,4.79,4.84,4.58,4.58,f,1,1,0,0,1.01
77665289,1029857633,2019-04-22,,within a day,100%,65%,f,River North,20,22,"['email', 'phone']",t,t,Near North Side,41.89445,-87.62607,Entire condo,Entire home/apt,3,1 bath,1.0,32,1125,32,32,1125,1125,32.0,1125.0,t,30,60,90,90,9,2,0,2020-12-29,2023-06-21,4.33,4.33,3.33,4.78,4.56,5.0,4.67,f,19,19,0,0,0.25
2082979227030761819,1182028377,2019-09-16,"Chicago, IL",within an hour,100%,99%,t,Irving Park,3,3,"['email', 'phone']",t,t,Irving Park,41.9473,-87.712143,Entire rental unit,Entire home/apt,5,1 bath,4.0,3,28,2,20,1125,1125,8.1,1125.0,t,16,46,76,121,32,10,0,2022-03-21,2023-11-12,4.84,4.88,5.0,4.91,4.94,4.84,4.84,f,3,3,0,0,1.5
1897503497428235975,206674081,2015-12-18,"Chicago, IL",within an hour,100%,100%,t,River North,8,10,"['email', 'phone']",t,f,Near North Side,41.88873,-87.63055,Private room in loft,Private room,2,1 private bath,2.0,1,1125,2,2,1125,1125,2.0,1125.0,t,0,0,0,0,511,92,4,2018-10-22,2023-12-11,4.9,4.89,4.7,4.95,4.98,4.97,4.91,t,8,0,8,0,8.14
24318619,1765542681,2022-01-20,,within an hour,100%,100%,f,Lake View East,4,4,['phone'],t,t,Lake View,41.94887,-87.65802,Private room in rental unit,Private room,5,1 shared bath,2.0,2,30,2,2,1125,1125,2.0,1125.0,t,0,0,0,0,55,35,2,2022-06-07,2023-12-03,4.51,4.61,4.68,4.89,4.79,4.95,4.58,t,4,0,4,0,2.95
1881292360985182949,1029857633,2019-04-22,,within a day,100%,65%,f,River North,20,22,"['email', 'phone']",t,t,Near North Side,41.89315,-87.61506,Entire condo,Entire home/apt,2,1 bath,1.0,32,365,32,32,365,365,32.0,365.0,t,16,46,75,75,1,0,0,2020-01-06,2020-01-06,5.0,5.0,5.0,5.0,5.0,5.0,5.0,f,19,19,0,0,0.02
1252200837697133735,972142425,2019-02-13,"Skokie, IL",within an hour,100%,100%,f,Near South Side,42,45,"['email', 'phone']",t,t,Near South Side,41.85567,-87.62707,Entire rental unit,Entire home/apt,8,1 bath,3.0,2,365,2,3,1125,1125,2.0,1125.0,t,0,0,0,0,32,22,1,2022-07-09,2023-11-25,4.76,4.91,4.79,4.88,4.97,4.61,4.67,t,42,42,0,0,1.82
92632471,69621627,2014-06-29,"Chicago, IL",,,100%,t,Rogers Park,3,4,"['email', 'phone', 'work_email']",t,t,Rogers Park,42.00020605094575,-87.66888443380594,Entire condo,Entire home/apt,4,2 baths,2.0,32,1125,32,32,1125,1125,32.0,1125.0,t,15,45,75,255,1,1,0,2023-08-15,2023-08-15,5.0,5.0,5.0,5.0,5.0,5.0,5.0,t,3,1,2,0,0.24
1329294857379493011,429737865,2016-12-16,"New York, NY",within an hour,100%,97%,f,Cambridge,4820,6438,"['email', 'phone', 'work_email']",t,t,Edgewater,41.99372159999999,-87.6600059,Entire rental unit,Entire home/apt,4,1 bath,2.0,32,1125,32,366,1125,1125,349.0,1125.0,t,0,19,49,324,0,0,0,,,,,,,,,,f,643,643,0,0,
2079722610173721075,100310801,2014-12-21,"Chicago, IL",within an hour,100%,96%,t,West Town,1,1,"['email', 'phone', 'work_email']",t,t,West Town,41.8963,-87.68361,Entire condo,Entire home/apt,4,1 bath,2.0,2,29,2,3,29,29,2.4,29.0,t,0,25,55,235,21,17,0,2022-10-25,2023-10-09,4.9,4.86,4.9,4.95,4.95,4.9,4.76,f,1,1,0,0,1.5
102504297,103478025,2015-01-09,"Sandwich, IL",within a few hours,100%,75%,f,Humboldt Park,2,4,"['email', 'phone', 'work_email']",t,f,West Town,41.90817,-87.69164,Entire rental unit,Entire home/apt,4,1 bath,2.0,10,730,10,10,730,730,10.0,730.0,t,14,44,74,164,10,0,0,2019-06-30,2022-07-30,5.0,4.9,5.0,5.0,5.0,4.8,4.9,f,1,1,0,0,0.18
1495382594024275197,22880779,2013-04-01,"Chicago, IL",within an hour,100%,100%,t,Lower West Side,6,7,"['email', 'phone']",t,t,Lower West Side,41.85443740867432,-87.68429039058951,Entire rental unit,Entire home/apt,2,1 bath,1.0,2,30,2,2,1125,1125,2.0,1125.0,t,24,54,84,99,52,48,1,2022-10-02,2023-11-20,4.77,4.87,4.62,4.63,4.9,4.65,4.67,f,6,6,0,0,3.52
2078973697077107341,74859033,2014-07-23,"Chicago, IL",within a few hours,100%,96%,t,Near West Side,13,15,"['email', 'phone']",t,t,Near West Side,41.88097,-87.68732,Private room in rental unit,Private room,2,1 shared bath,1.0,32,365,32,32,1125,1125,32.0,1125.0,t,19,49,79,354,31,0,0,2016-08-03,2022-11-19,4.84,4.94,4.77,4.93,4.97,4.43,4.8,f,9,0,9,0,0.35
1593773881481003115,43963451,2014-01-03,"Chicago, IL",within an hour,100%,100%,t,Logan Square,1,1,"['email', 'phone', 'work_email']",t,t,Logan Square,41.92605,-87.68994,Entire home,Entire home/apt,7,2 baths,4.0,3,1125,3,3,1125,1125,3.0,1125.0,t,26,56,86,215,98,35,1,2021-07-04,2023-11-22,4.95,4.95,4.98,4.99,4.92,4.93,4.87,f,1,1,0,0,3.27
1673775569062059145,132886137,2015-05-12,"Chicago, IL",within an hour,100%,100%,f,Humboldt Park,2,2,"['email', 'phone']",t,f,West Town,41.89972,-87.69722,Entire rental unit,Entire home/apt,2,1 bath,1.0,32,1125,32,32,1125,1125,32.0,1125.0,t,0,12,42,317,66,5,1,2015-06-18,2023-11-26,4.8,4.92,4.77,4.89,4.97,4.82,4.8,f,1,1,0,0,0.64
1604662403700485375,144513251,2015-06-18,"Chicago, IL",within an hour,100%,100%,f,North Lawndale,6,8,"['email', 'phone']",t,t,North Lawndale,41.85871,-87.69477,Private room in rental unit,Private room,2,1 shared bath,1.0,2,1125,2,2,1125,1125,2.0,1125.0,t,30,60,90,360,170,6,0,2018-09-24,2023-10-10,4.28,4.32,4.06,4.39,4.48,4.42,4.39,t,6,0,6,0,2.67
1916217918536105077,1480618385,2020-10-01,,within an hour,100%,100%,t,Irving Park,39,40,"['email', 'phone']",t,t,Near South Side,41.85502856615976,-87.62544800432438,Entire rental unit,Entire home/apt,6,2 baths,5.0,2,365,2,2,1125,1125,2.0,1125.0,t,0,0,0,0,7,7,1,2023-09-24,2023-11-26,5.0,5.0,5.0,5.0,5.0,5.0,5.0,t,19,19,0,0,2.44
2064103842470469071,840127473,2018-08-16,"Houston, TX",within an hour,100%,95%,t,Wicker Park,1,1,"['email', 'phone']",t,t,West Town,41.911611,-87.686395,Entire home,Entire home/apt,6,1.5 baths,4.0,1,365,2,5,3,365,3.1,55.7,t,17,47,77,349,108,32,2,2019-07-21,2023-11-26,4.81,4.89,4.69,4.91,4.94,4.95,4.73,t,1,1,0,0,2.01
1434639143849350267,1130317665,2019-08-04,"Chicago, IL",,,0%,f,Jeffrey Manor,1,2,"['email', 'phone']",t,t,South Deering,41.7144981,-87.56428629999999,Entire home,Entire home/apt,6,2 baths,5.0,32,365,32,32,365,365,32.0,365.0,t,30,60,90,364,0,0,0,,,,,,,,,,t,1,1,0,0,
1679337606055301877,969110651,2019-02-10,,within an hour,100%,99%,f,Greater Grand Crossing,2,6,['phone'],t,t,Greater Grand Crossing,41.76402,-87.61042,Entire rental unit,Entire home/apt,8,1 bath,4.0,2,1125,2,2,1125,1125,2.0,1125.0,t,0,0,16,105,32,13,0,2022-02-10,2023-11-16,4.81,4.91,4.78,4.97,5.0,4.66,4.81,f,2,2,0,0,1.42
1197447592807223291,270572299,2016-04-17,"Chicago, IL",within an hour,100%,100%,t,Andersonville,1,1,"['email', 'phone']",t,t,Edgewater,41.98289142630473,-87.6719286672627,Entire rental unit,Entire home/apt,6,1 bath,5.0,2,1125,2,5,1125,1125,2.3,1125.0,t,0,0,0,0,26,26,1,2023-05-07,2023-11-25,4.81,4.85,4.81,4.81,4.96,4.93,4.81,f,1,1,0,0,3.45
78556099,1829752947,2022-05-04,,within an hour,100%,,f,Woodlawn,37,37,"['email', 'phone']",t,t,Woodlawn,41.78298502049069,-87.5943164415988,Private room in bed and breakfast,Private room,1,0 baths,1.0,32,365,32,32,365,365,32.0,365.0,t,11,29,59,333,0,0,0,,,,,,,,,,f,37,1,36,0,
76789185,97552339,2014-12-02,"Chicago, IL",within an hour,100%,100%,t,Streeterville,14,47,"['email', 'phone']",t,t,Near North Side,41.89307,-87.61775,Entire condo,Entire home/apt,6,2 baths,3.0,32,1125,32,32,1125,1125,32.0,1125.0,t,30,60,90,365,9,1,0,2021-05-14,2023-08-12,4.89,4.78,4.67,5.0,5.0,5.0,4.44,f,14,14,0,0,0.28
85624587,2007998227,2023-02-20,,within an hour,100%,99%,f,East Colorado Springs,3147,3995,"['email', 'phone']",t,t,Loop,41.88546,-87.63315,Room in hotel,Private room,3,1 bath,1.0,32,1125,32,32,1,1125,32.0,988.1,t,0,0,0,122,0,0,0,,,,,,,,,,t,35,1,34,0,
99515569,253252185,2016-03-17,"Chicago, IL",within a day,80%,50%,f,Near North,16,105,"['email', 'phone']",t,t,Near North Side,41.89623353449495,-87.6316353702401,Entire serviced apartment,Entire home/apt,4,1 bath,2.0,32,365,32,32,365,365,32.0,365.0,t,30,60,90,365,1,1,0,2023-10-05,2023-10-05,5.0,4.0,5.0,5.0,4.0,5.0,4.0,f,16,16,0,0,0.4
98645593,155282331,2015-07-18,"Chicago, IL",a few days or more,20%,24%,f,Logan Square,1,7,"['email', 'phone']",t,f,Logan Square,41.9185,-87.70978,Entire rental unit,Entire home/apt,2,1 bath,1.0,2,8,2,4,8,8,3.0,8.0,t,0,0,0,0,94,14,0,2018-05-13,2023-10-25,4.71,4.73,4.58,4.78,4.75,4.79,4.71,f,1,1,0,0,1.38
1570853981542320285,1521551465,2020-12-16,,within a day,88%,80%,f,Near West Side,44,44,"['email', 'phone']",t,t,Lincoln Park,41.93224449678452,-87.66938400876836,Private room in rental unit,Private room,2,1 bath,1.0,32,730,32,32,730,730,32.0,730.0,t,30,60,90,365,0,0,0,,,,,,,,,,f,44,2,42,0,
1181158928806879091,810817083,2018-07-16,"Chicago, IL",within an hour,100%,100%,f,Pilsen,1,1,['phone'],t,t,Lower West Side,41.85709,-87.6568,Entire guest suite,Entire home/apt,2,1 bath,1.0,2,1125,2,2,1125,1125,2.0,1125.0,t,0,0,0,0,90,2,1,2018-07-27,2023-12-04,4.99,5.0,5.0,5.0,5.0,4.85,4.96,f,1,1,0,0,1.37
1289071744238160621,31121387,2013-07-28,"Chicago, IL",within a few hours,100%,98%,t,Lincoln Square,1,1,"['email', 'phone', 'work_email']",t,t,North Center,41.96136,-87.6784,Entire rental unit,Entire home/apt,4,2 baths,2.0,3,1125,3,3,1125,1125,3.0,1125.0,t,22,52,82,334,155,32,1,2015-08-30,2023-11-25,4.94,4.96,4.95,4.99,4.97,4.95,4.89,f,1,1,0,0,1.53
1949038800117327793,429737865,2016-12-16,"New York, NY",within an hour,100%,97%,f,Cambridge,4820,6438,"['email', 'phone', 'work_email']",t,t,Near South Side,41.8670646,-87.6231114,Entire rental unit,Entire home/apt,2,1 bath,1.0,32,1125,32,366,1125,1125,353.4,1125.0,t,30,60,90,365,0,0,0,,,,,,,,,,f,643,643,0,0,
59883353,258267939,2016-03-26,"Chicago, IL",within an hour,100%,89%,t,Logan Square,1,3,"['email', 'phone']",t,f,Logan Square,41.91991769605695,-87.69038349140166,Entire rental unit,Entire home/apt,4,1 bath,2.0,32,96,32,32,96,96,32.0,96.0,t,1,28,58,271,6,4,1,2022-10-15,2023-11-20,4.83,4.83,4.33,5.0,5.0,5.0,4.83,f,1,1,0,0,0.42
43372887,508942865,2017-04-23,"Chicago, IL",within an hour,100%,100%,f,Andersonville,10,13,"['email', 'phone']",t,t,Edgewater,41.98532,-87.67212,Private room in rental unit,Private room,2,1 shared bath,1.0,1,1125,2,2,1125,1125,2.0,1125.0,t,30,45,45,45,107,4,0,2017-11-13,2023-07-05,4.49,4.62,4.57,4.73,4.55,4.78,4.64,t,9,0,9,0,1.44
100918555,2163312465,2023-10-07,"Chicago, IL",within an hour,100%,,f,West Town,3,3,"['email', 'phone']",t,t,West Town,41.89581413154001,-87.65861286931153,Private room in condo,Private room,2,1 shared bath,1.0,28,365,10,28,1125,1125,27.0,1125.0,t,18,18,18,223,0,0,0,,,,,,,,,,f,3,0,3,0,
56680849,167451729,2015-08-18,"Chicago, IL",within an hour,100%,100%,f,Old Town,4,10,"['email', 'phone']",t,t,Near North Side,41.9064,-87.63715,Entire home,Entire home/apt,16,4 baths,8.0,2,1125,2,2,1125,1125,2.0,1125.0,t,0,0,0,0,143,29,1,2018-07-29,2023-12-03,4.83,4.9,4.85,4.87,4.9,4.93,4.76,t,3,3,0,0,2.18
1874280656843534813,523873009,2017-05-18,"Chicago, IL",within an hour,100%,99%,t,Lake View East,9,9,"['email', 'phone']",t,t,Lake View,41.9498378,-87.65651129999999,Entire rental unit,Entire home/apt,8,1 bath,3.0,2,1125,2,2,1125,1125,2.0,1125.0,t,16,46,76,246,101,19,0,2019-09-15,2023-11-05,4.94,4.94,4.88,4.91,4.96,4.98,4.81,f,7,7,0,0,1.95
38037311,1435596427,2020-07-27,"Chicago, IL",within an hour,100%,100%,t,Sheffield & DePaul,2,2,"['email', 'phone']",t,t,Lincoln Park,41.9294,-87.64951,Entire home,Entire home/apt,4,1 bath,2.0,4,365,4,8,1125,1125,4.4,1125.0,t,21,51,81,331,33,16,1,2021-11-14,2023-11-27,5.0,4.97,5.0,5.0,5.0,4.97,4.88,f,2,2,0,0,1.29
50849817,608167929,2017-09-25,"Chicago, IL",within a few hours,78%,96%,f,Woodlawn,1,2,"['email', 'phone']",t,t,Woodlawn,41.77846,-87.59153,Entire condo,Entire home/apt,8,2 baths,5.0,3,365,3,3,1125,1125,3.0,1125.0,t,0,0,0,0,24,21,1,2022-11-21,2023-11-26,4.72,4.64,4.8,4.72,4.96,4.6,4.72,f,1,1,0,0,1.83
1545797886516160361,429737865,2016-12-16,"New York, NY",within an hour,100%,97%,f,Cambridge,4820,6438,"['email', 'phone', 'work_email']",t,t,Near South Side,41.86492479999999,-87.6246539,Entire rental unit,Entire home/apt,2,1 bath,1.0,32,1125,32,365,1125,1125,354.1,1125.0,t,0,0,6,281,1,1,0,2023-01-08,2023-01-08,5.0,5.0,5.0,5.0,5.0,5.0,5.0,f,643,643,0,0,0.09
50453289,135267289,2015-05-20,"Chicago, IL",within an hour,100%,100%,t,,1,1,"['email', 'phone']",t,t,Woodlawn,41.78091,-87.61007,Entire rental unit,Entire home/apt,6,1 bath,4.0,3,1125,3,3,1125,1125,3.0,1125.0,t,0,0,0,0,82,20,0,2018-11-25,2023-10-23,4.93,4.9,4.94,4.93,4.96,4.54,4.84,f,1,1,0,0,1.33
1631130496604074727,429737865,2016-12-16,"New York, NY",within an hour,100%,97%,f,Cambridge,4820,6438,"['email', 'phone', 'work_email']",t,t,Loop,41.8860812,-87.63422229999998,Entire rental unit,Entire home/apt,4,2 baths,2.0,32,1125,32,366,1125,1125,354.1,1125.0,t,5,35,65,340,0,0,0,,,,,,,,,,f,643,643,0,0,
103471085,429737865,2016-12-16,"New York, NY",within an hour,100%,97%,f,Cambridge,4820,6438,"['email', 'phone', 'work_email']",t,t,Near West Side,41.883056,-87.65131389999999,Entire rental unit,Entire home/apt,4,2 baths,2.0,32,1125,32,365,1125,1125,343.8,1125.0,t,0,0,0,150,0,0,0,,,,,,,,,,f,643,643,0,0,
86701151,100316625,2014-12-21,,,,85%,f,Woodlawn,1,1,"['email', 'phone']",t,t,Woodlawn,41.78242403522356,-87.6097716063939,Private room in home,Private room,1,1 shared bath,1.0,2,28,2,2,28,28,2.0,28.0,t,16,46,75,75,6,6,0,2023-03-09,2023-06-21,5.0,5.0,5.0,5.0,5.0,4.5,5.0,f,1,0,1,0,0.63
107986639,132516377,2015-05-11,"Chicago, IL",within an hour,100%,100%,t,West Town,1,2,"['email', 'phone']",t,t,West Town,41.90833,-87.67115,Entire rental unit,Entire home/apt,2,1 bath,1.0,2,365,2,2,1125,1125,2.0,1125.0,t,0,0,0,0,185,69,4,2021-07-02,2023-12-17,4.78,4.82,4.8,4.89,4.93,4.97,4.78,f,1,1,0,0,6.17
103188713,141369995,2015-06-08,"Chicago, IL",within a few hours,100%,85%,t,Portage Park,23,26,"['email', 'phone']",t,t,Portage Park,41.93919,-87.75721,Entire rental unit,Entire home/apt,8,1 bath,4.0,2,90,2,2,90,90,2.0,90.0,t,29,59,89,269,3,3,0,2023-06-04,2023-08-13,5.0,5.0,5.0,5.0,5.0,4.33,5.0,f,23,10,13,0,0.45
1694477075473583371,82521651,2014-08-27,"Chicago, IL",within an hour,100%,100%,f,Belmont Gardens,1,2,"['email', 'phone', 'work_email']",t,t,Hermosa,41.9264,-87.73538,Entire rental unit,Entire home/apt,4,1 bath,2.0,2,1125,2,2,1125,1125,2.0,1125.0,t,4,26,49,49,52,4,0,2021-04-04,2023-10-16,5.0,5.0,4.94,5.0,5.0,4.81,4.9,f,1,1,0,0,1.58
104105505,1829752947,2022-05-04,,within an hour,100%,,f,Woodlawn,37,37,"['email', 'phone']",t,t,Woodlawn,41.78353,-87.5938,Private room in bed and breakfast,Private room,1,0 baths,1.0,32,365,32,32,365,365,32.0,365.0,t,30,60,90,364,0,0,0,,,,,,,,,,f,37,1,36,0,
1527774657517353287,6609689,2012-01-25,"Chicago, IL",within an hour,100%,99%,f,South Loop/Printers Row,2,5,"['email', 'phone']",t,t,Near South Side,41.86593,-87.62515,Entire rental unit,Entire home/apt,4,1 bath,2.0,2,60,2,2,1125,1125,2.0,1125.0,t,0,0,0,0,226,26,1,2016-09-15,2023-12-11,4.52,4.72,4.7,4.92,4.91,4.77,4.52,f,2,2,0,0,2.56
1198269506024799245,176164803,2015-09-12,"Chicago, IL",within a few hours,100%,91%,t,Logan Square,4,4,"['email', 'phone']",t,f,Logan Square,41.92597,-87.71336,Entire rental unit,Entire home/apt,2,1 bath,2.0,32,180,32,32,180,180,32.0,180.0,t,29,59,89,89,5,2,0,2019-08-13,2023-10-25,5.0,5.0,4.8,5.0,5.0,5.0,4.8,f,2,2,0,0,0.09
1824446259773913675,1803894641,2022-03-23,,within an hour,100%,100%,f,Near West Side,4,4,"['email', 'phone']",t,t,Near West Side,41.8798,-87.6792,Private room in rental unit,Private room,3,1 shared bath,1.0,2,30,2,2,30,30,2.0,30.0,t,30,60,90,258,40,25,2,2022-06-09,2023-12-12,4.4,4.53,4.6,4.68,4.58,4.23,4.33,t,4,0,4,0,2.15
84426119,708753971,2018-03-07,"Chicago, IL",within an hour,100%,91%,f,River North,59,66,"['email', 'phone', 'work_email']",t,t,Near North Side,41.8918321,-87.6381974,Entire serviced apartment,Entire home/apt,2,1 bath,1.0,32,365,32,32,365,365,32.0,365.0,t,30,60,90,365,0,0,0,,,,,,,,,,t,58,58,0,0,
1380991194411319585,119074731,2015-03-22,"Chicago, IL",within an hour,100%,100%,t,Avondale,1,1,"['email', 'phone']",t,t,Avondale,41.934,-87.70311,Entire home,Entire home/apt,11,2.5 baths,5.0,1,7,2,2,1125,1125,2.0,1125.0,t,0,0,0,0,22,22,0,2023-03-12,2023-10-22,4.87,5.0,4.96,4.96,4.91,4.78,4.83,f,1,1,0,0,2.34
84004977,280558945,2016-05-03,,within an hour,100%,100%,f,Old Irving Park,1,1,"['email', 'phone']",t,f,Irving Park,41.95035306160853,-87.7315475922486,Entire home,Entire home/apt,8,1.5 baths,4.0,2,90,2,2,90,90,2.0,90.0,t,25,53,83,173,1,1,0,2023-11-12,2023-11-12,5.0,5.0,5.0,5.0,5.0,5.0,4.0,f,1,1,0,0,0.81
82036317,429737865,2016-12-16,"New York, NY",within an hour,100%,97%,f,Cambridge,4820,6438,"['email', 'phone', 'work_email']",t,t,Near North Side,41.8945286,-87.63340520000003,Entire rental unit,Entire home/apt,2,1 bath,1.0,32,1125,32,366,1125,1125,349.0,1125.0,t,0,19,49,324,0,0,0,,,,,,,,,,f,643,643,0,0,
1729251012728846361,453029515,2017-01-25,"Chicago, IL",within an hour,100%,98%,t,Old Town,3,4,"['email', 'phone']",t,t,Lincoln Park,41.91273,-87.64739,Entire rental unit,Entire home/apt,4,1 bath,1.0,3,1125,3,3,1125,1125,3.0,1125.0,t,23,53,83,279,186,47,4,2018-09-03,2023-12-12,4.99,4.99,5.0,4.99,5.0,4.98,4.82,f,2,2,0,0,2.89
2064112540779802989,88376761,2014-10-03,,within an hour,100%,85%,f,Garfield Park,157,158,"['email', 'phone']",t,t,South Shore,41.77147,-87.57234,Private room in condo,Private room,2,1 shared bath,1.0,32,1125,32,32,1125,1125,32.0,1125.0,t,0,0,0,0,10,0,0,2020-05-03,2022-04-18,4.5,4.6,4.7,4.6,4.2,4.1,4.7,f,25,0,25,0,0.23
97203203,682204363,2018-01-29,"Chicago, IL",within an hour,100%,99%,f,Uptown,22,22,"['email', 'phone']",t,t,Uptown,41.95590550000001,-87.65073149999999,Entire rental unit,Entire home/apt,2,1 bath,1.0,32,365,32,32,365,365,32.0,365.0,t,17,47,77,77,1,1,0,2023-10-08,2023-10-08,5.0,5.0,5.0,4.0,5.0,5.0,4.0,f,22,22,0,0,0.42
42322803,1581996089,2021-04-04,"Chicago, IL",within an hour,100%,100%,t,Near South Side,74,75,"['email', 'phone']",t,t,Near South Side,41.8558,-87.62541,Entire rental unit,Entire home/apt,6,2 baths,3.0,2,365,2,2,1125,1125,2.0,1125.0,t,26,56,86,361,78,51,5,2022-05-06,2023-12-15,4.87,4.91,4.76,4.9,4.96,4.87,4.76,t,74,74,0,0,3.95
93767671,4076673,2011-08-25,"Chicago, IL",within a few hours,100%,97%,t,Pullman,3,3,"['email', 'phone']",t,t,Pullman,41.68954,-87.60786,Entire place,Entire home/apt,1,1 bath,1.0,32,120,32,32,120,120,32.0,120.0,t,29,59,89,178,46,2,0,2011-09-18,2023-08-08,4.91,4.98,4.76,4.98,5.0,4.75,4.84,f,3,3,0,0,0.31
1469729175113238009,10216163,2012-06-05,"Chicago, IL",,,100%,f,Little Italy,1,1,"['email', 'phone']",t,t,Near West Side,41.8725236,-87.6541249,Entire rental unit,Entire home/apt,4,2 baths,2.0,2,1125,2,2,1125,1125,2.0,1125.0,t,10,40,63,63,2,2,0,2023-06-11,2023-08-06,5.0,4.5,5.0,5.0,5.0,5.0,5.0,f,1,1,0,0,0.31
1812175725845103635,1376631123,2020-04-18,,within an hour,100%,78%,t,Bucktown,1,1,"['email', 'phone']",t,t,Logan Square,41.91624,-87.67566,Entire home,Entire home/apt,9,4.5 baths,5.0,1,365,2,5,2,365,2.6,181.3,t,6,6,6,205,37,14,0,2021-12-22,2023-10-16,4.92,4.97,4.92,4.92,4.89,4.97,4.86,t,1,1,0,0,1.53
59601003,1581996089,2021-04-04,"Chicago, IL",within an hour,100%,100%,t,Near South Side,74,75,"['email', 'phone']",t,t,Near South Side,41.85385,-87.62332,Entire rental unit,Entire home/apt,6,2 baths,3.0,2,365,2,2,1125,1125,2.0,1125.0,t,26,52,79,354,30,25,1,2022-09-18,2023-11-19,4.87,4.73,5.0,5.0,4.97,4.83,4.7,t,74,74,0,0,1.97
30233657,613129105,2017-10-04,"Chicago, IL",within an hour,100%,100%,t,Lincoln Park,10,16,"['email', 'phone']",t,t,Lincoln Park,41.91924,-87.6525,Entire condo,Entire home/apt,8,1 bath,4.0,1,1125,2,2,1125,1125,2.0,1125.0,t,0,0,0,0,360,50,1,2018-08-21,2023-12-17,4.54,4.56,4.64,4.8,4.76,4.87,4.47,f,10,10,0,0,5.55
98117037,131631611,2015-05-08,"Chicago, IL",within an hour,100%,98%,f,Lake View East,8,16,"['email', 'phone', 'work_email']",t,t,Lake View,41.941254985088015,-87.6533061941814,Private room in bed and breakfast,Private room,2,1 private bath,1.0,1,30,1,1,30,30,1.0,30.0,t,5,5,5,5,4,4,3,2023-11-10,2023-12-12,4.75,5.0,5.0,5.0,4.75,5.0,4.75,t,8,0,8,0,3.08
